timestamp,position_lat,position_long,distance,enhanced_altitude,altitude,enhanced_speed,speed,heart_rate,cadence,fractional_cadence,temperature,timestamp_utc,timezone
2024-08-11 14:45:02+02:00,52.23750600591302,21.003481596708298,0.60302,116.60000000000002,116.60000000000002,0.14400000000000002,,107,,,,2024-08-11 12:45:02,Europe/Warsaw
2024-08-11 14:45:03+02:00,52.23750600591302,21.00348176434636,0.6030599999999999,116.60000000000002,116.60000000000002,0.07200000000000001,,,,,,2024-08-11 12:45:03,Europe/Warsaw
2024-08-11 14:45:04+02:00,52.23750617355108,21.003482351079583,0.60307,116.60000000000002,116.60000000000002,0.07919999999999999,,,,,,2024-08-11 12:45:04,Europe/Warsaw
2024-08-11 14:45:05+02:00,52.237506257370114,21.003483021631837,0.60309,116.60000000000002,116.60000000000002,0.057600000000000005,,,,,,2024-08-11 12:45:05,Europe/Warsaw
2024-08-11 14:45:06+02:00,52.237506341189146,21.003483524546027,0.60311,116.60000000000002,116.60000000000002,0.18359999999999999,,,,,,2024-08-11 12:45:06,Europe/Warsaw
2024-08-11 14:45:07+02:00,52.237506341189146,21.003483943641186,0.6031799999999999,116.60000000000002,116.60000000000002,0.162,,,,,,2024-08-11 12:45:07,Europe/Warsaw
2024-08-11 14:45:08+02:00,52.237506341189146,21.003484446555376,0.6031799999999999,116.60000000000002,116.60000000000002,,,,,,,2024-08-11 12:45:08,Europe/Warsaw
2024-08-11 14:45:41+02:00,52.23735253326595,21.00347095169127,0.607,117.60000000000002,117.60000000000002,17.604,,97,,,,2024-08-11 12:45:41,Europe/Warsaw
2024-08-11 14:45:42+02:00,52.23730031400919,21.003440776839852,0.61299,117.60000000000002,117.60000000000002,23.1156,,98,,,,2024-08-11 12:45:42,Europe/Warsaw
2024-08-11 14:45:43+02:00,52.23724331706762,21.003406243398786,0.6198400000000001,117.39999999999998,117.39999999999998,26.6076,,99,,,,2024-08-11 12:45:43,Europe/Warsaw
2024-08-11 14:45:44+02:00,52.23718338645995,21.003370536491275,0.6277699999999999,117.39999999999998,117.39999999999998,27.061200000000003,,100,,,,2024-08-11 12:45:44,Europe/Warsaw
2024-08-11 14:45:45+02:00,52.23712152801454,21.00333558395505,0.63488,117.39999999999998,117.39999999999998,24.7968,,100,,,,2024-08-11 12:45:45,Europe/Warsaw
2024-08-11 14:45:46+02:00,52.23705807700753,21.00330281071365,0.64155,117.39999999999998,117.39999999999998,25.3152,,101,,,,2024-08-11 12:45:46,Europe/Warsaw
2024-08-11 14:45:47+02:00,52.23699362017214,21.00327213294804,0.6489400000000001,117.20000000000005,117.20000000000005,26.5032,,102,,,,2024-08-11 12:45:47,Europe/Warsaw
2024-08-11 14:45:48+02:00,52.236928744241595,21.00324380211532,0.65627,117.20000000000005,117.20000000000005,27.183600000000002,,103,,,,2024-08-11 12:45:48,Europe/Warsaw
2024-08-11 14:45:49+02:00,52.23686403594911,21.00321840494871,0.66404,117.20000000000005,117.20000000000005,25.3332,,103,,,,2024-08-11 12:45:49,Europe/Warsaw
2024-08-11 14:45:50+02:00,52.23679991438985,21.003195606172085,0.67034,117.0,117.0,24.732,,104,,,,2024-08-11 12:45:50,Europe/Warsaw
2024-08-11 14:45:51+02:00,52.23673629574478,21.003173645585775,0.6777799999999999,117.0,117.0,25.614,,105,,,,2024-08-11 12:45:51,Europe/Warsaw
2024-08-11 14:45:52+02:00,52.23667250946164,21.003150511533022,0.68457,117.0,117.0,24.6564,,106,,,,2024-08-11 12:45:52,Europe/Warsaw
2024-08-11 14:45:53+02:00,52.23660805262625,21.003124779090285,0.69148,116.79999999999995,116.79999999999995,26.168400000000002,,107,,,,2024-08-11 12:45:53,Europe/Warsaw
2024-08-11 14:45:54+02:00,52.236542757600546,21.003097286447883,0.69911,116.79999999999995,116.79999999999995,27.9072,,109,,,,2024-08-11 12:45:54,Europe/Warsaw
2024-08-11 14:45:55+02:00,52.23647695966065,21.003070045262575,0.70698,116.79999999999995,116.79999999999995,27.9288,,110,,,,2024-08-11 12:45:55,Europe/Warsaw
2024-08-11 14:45:56+02:00,52.236411245539784,21.003044480457902,0.71463,116.60000000000002,116.60000000000002,28.9476,,111,,,,2024-08-11 12:45:56,Europe/Warsaw
2024-08-11 14:45:57+02:00,52.23634645342827,21.00302134640515,0.7230599999999999,116.60000000000002,116.60000000000002,29.412,,112,,,,2024-08-11 12:45:57,Europe/Warsaw
2024-08-11 14:45:58+02:00,52.23628384061158,21.002998799085617,0.73097,116.60000000000002,116.60000000000002,25.8444,,112,,,,2024-08-11 12:45:58,Europe/Warsaw
2024-08-11 14:45:59+02:00,52.23622399382293,21.002974910661578,0.73742,116.39999999999998,116.39999999999998,22.8852,,113,,,,2024-08-11 12:45:59,Europe/Warsaw
2024-08-11 14:46:00+02:00,52.23616615869105,21.00295211188495,0.7436799999999999,116.39999999999998,116.39999999999998,23.223599999999998,,113,,,,2024-08-11 12:46:00,Europe/Warsaw
2024-08-11 14:46:01+02:00,52.236109748482704,21.0029324144125,0.7503200000000001,116.39999999999998,116.39999999999998,23.029200000000003,,113,,,,2024-08-11 12:46:01,Europe/Warsaw
2024-08-11 14:46:02+02:00,52.2360547631979,21.002913136035204,0.75647,116.20000000000005,116.20000000000005,22.165200000000002,,114,,,,2024-08-11 12:46:02,Europe/Warsaw
2024-08-11 14:46:03+02:00,52.236001370474696,21.00288849323988,0.76264,116.20000000000005,116.20000000000005,21.8016,,114,,,,2024-08-11 12:46:03,Europe/Warsaw
