timestamp,position_lat,position_long,distance,enhanced_altitude,altitude,enhanced_speed,speed,heart_rate,cadence,fractional_cadence,temperature,timestamp_utc,timezone
2024-09-16 19:38:50+02:00,52.220135098323226,21.00967607460916,0.84858,118.39999999999998,118.39999999999998,,,,,,,2024-09-16 17:38:50,Europe/Warsaw
2024-09-16 19:38:51+02:00,52.22013719379902,21.009514471516013,0.84858,118.39999999999998,118.39999999999998,,,,,,,2024-09-16 17:38:51,Europe/Warsaw
2024-09-16 19:38:52+02:00,52.220132667571306,21.009336188435555,0.84858,118.60000000000002,118.60000000000002,,,,,,,2024-09-16 17:38:52,Europe/Warsaw
