timestamp,position_lat,position_long,distance,enhanced_altitude,altitude,enhanced_speed,speed,heart_rate,cadence,fractional_cadence,temperature,timestamp_utc,timezone
2024-10-28 20:13:26+01:00,52.219893615692854,21.01666985079646,0.8895700000000001,118.0,118.0,3.1536,,97,21,0.0390625,,2024-10-28 19:13:26,Europe/Warsaw
2024-10-28 20:13:27+01:00,52.21989621408284,21.01666876114905,0.8904500000000001,118.20000000000005,118.20000000000005,3.0383999999999998,,97,21,0.0390625,,2024-10-28 19:13:27,Europe/Warsaw
2024-10-28 20:13:28+01:00,52.21989889629185,21.01666792295873,0.8910800000000001,118.39999999999998,118.39999999999998,2.8764000000000003,,97,21,0.0390625,,2024-10-28 19:13:28,Europe/Warsaw
2024-10-28 20:13:29+01:00,52.21990182995796,21.016666749492288,0.8914,118.39999999999998,118.39999999999998,2.718,,97,21,0.0390625,,2024-10-28 19:13:29,Europe/Warsaw
2024-10-28 20:13:30+01:00,52.219905853271484,21.016665743663907,0.89173,118.60000000000002,118.60000000000002,2.556,,96,21,0.0390625,,2024-10-28 19:13:30,Europe/Warsaw
2024-10-28 20:13:31+01:00,52.21991004422307,21.016666162759066,0.89205,118.79999999999995,118.79999999999995,2.3976,,96,21,0.0390625,,2024-10-28 19:13:31,Europe/Warsaw
2024-10-28 20:13:32+01:00,52.219913648441434,21.016669599339366,0.89238,118.79999999999995,118.79999999999995,3.2904,,96,21,0.0390625,,2024-10-28 19:13:32,Europe/Warsaw
2024-10-28 20:13:33+01:00,52.2199170012027,21.01667521521449,0.89318,119.0,119.0,4.8384,,96,21,0.0390625,,2024-10-28 19:13:33,Europe/Warsaw
2024-10-28 20:13:34+01:00,52.219919599592686,21.016682256013155,0.89493,119.20000000000005,119.20000000000005,6.2964,,96,21,0.0390625,,2024-10-28 19:13:34,Europe/Warsaw
2024-10-28 20:13:35+01:00,52.219922030344605,21.01668988354504,0.8966799999999999,119.20000000000005,119.20000000000005,6.3216,,95,21,0.0390625,,2024-10-28 19:13:35,Europe/Warsaw
2024-10-28 20:13:36+01:00,52.21992462873459,21.016697511076927,0.89844,119.20000000000005,119.20000000000005,6.3468,,95,21,0.0390625,,2024-10-28 19:13:36,Europe/Warsaw
2024-10-28 20:13:37+01:00,52.21992680802941,21.01670505478978,0.9002100000000001,119.39999999999998,119.39999999999998,6.1092,,95,21,0.0390625,,2024-10-28 19:13:37,Europe/Warsaw
2024-10-28 20:13:38+01:00,52.21992856822908,21.016713604331017,0.90189,119.39999999999998,119.39999999999998,5.6088000000000005,,96,21,0.0390625,,2024-10-28 19:13:38,Europe/Warsaw
2024-10-28 20:13:39+01:00,52.219930328428745,21.016723746433854,0.90331,119.39999999999998,119.39999999999998,5.112,,96,21,0.0390625,,2024-10-28 19:13:39,Europe/Warsaw
2024-10-28 20:13:40+01:00,52.219931753352284,21.01673665456474,0.9047200000000001,119.39999999999998,119.39999999999998,5.5368,,96,21,0.0390625,,2024-10-28 19:13:40,Europe/Warsaw
2024-10-28 20:13:41+01:00,52.21993242390454,21.016751574352384,0.90636,119.60000000000002,119.60000000000002,6.012,,96,21,0.0390625,,2024-10-28 19:13:41,Europe/Warsaw
2024-10-28 20:13:42+01:00,52.219931753352284,21.01676649414003,0.90811,119.60000000000002,119.60000000000002,6.0984,,96,21,0.0390625,,2024-10-28 19:13:42,Europe/Warsaw
2024-10-28 20:13:43+01:00,52.21993016079068,21.01678225211799,0.9098099999999999,119.60000000000002,119.60000000000002,5.6052,,97,21,0.0390625,,2024-10-28 19:13:43,Europe/Warsaw
2024-10-28 20:13:44+01:00,52.219928819686174,21.01680278778076,0.9112100000000001,119.60000000000002,119.60000000000002,5.112,,97,21,0.0390625,,2024-10-28 19:13:44,Europe/Warsaw
2024-10-28 20:13:45+01:00,52.21992798149586,21.01682902313769,0.91261,119.60000000000002,119.60000000000002,6.8868,,97,21,0.0390625,,2024-10-28 19:13:45,Europe/Warsaw
2024-10-28 20:13:46+01:00,52.219927897676826,21.0168578568846,0.91489,119.60000000000002,119.60000000000002,9.0756,,97,21,0.0390625,,2024-10-28 19:13:46,Europe/Warsaw
2024-10-28 20:13:47+01:00,52.21992798149586,21.016887612640858,0.91785,119.60000000000002,119.60000000000002,10.422,,98,21,0.0390625,,2024-10-28 19:13:47,Europe/Warsaw
2024-10-28 20:13:48+01:00,52.219927897676826,21.01691845804453,0.92079,119.60000000000002,119.60000000000002,9.6984,,98,21,0.0390625,,2024-10-28 19:13:48,Europe/Warsaw
2024-10-28 20:13:49+01:00,52.219931753352284,21.016950644552708,0.92323,119.60000000000002,119.60000000000002,8.9712,,98,21,0.0390625,,2024-10-28 19:13:49,Europe/Warsaw
2024-10-28 20:13:50+01:00,52.219933262094855,21.01698308251798,0.92567,119.60000000000002,119.60000000000002,8.1576,,99,21,0.0390625,,2024-10-28 19:13:50,Europe/Warsaw
2024-10-28 20:13:51+01:00,52.219930998981,21.017014514654875,0.92783,119.60000000000002,119.60000000000002,7.3116,,99,21,0.0390625,,2024-10-28 19:13:51,Europe/Warsaw
2024-10-28 20:13:52+01:00,52.219928903505206,21.017044773325324,0.92967,119.60000000000002,119.60000000000002,6.6492,,99,21,0.0390625,,2024-10-28 19:13:52,Europe/Warsaw
2024-10-28 20:13:53+01:00,52.219925383105874,21.017073774710298,0.93151,119.60000000000002,119.60000000000002,6.8004,,100,21,0.0390625,,2024-10-28 19:13:53,Europe/Warsaw
